Timestamp,header_stamp_sec,header_stamp_nanosec,header_frame_id,poses
1765492362.3158498,40,278000000,map,<array len=302>
1765492362.36585,40,278000000,map,<array len=302>
1765492362.4158497,40,278000000,map,<array len=302>
1765492362.4658496,40,278000000,map,<array len=302>
1765492362.5158496,40,278000000,map,<array len=302>
1765492362.5658495,40,278000000,map,<array len=302>
1765492362.6158495,40,278000000,map,<array len=302>
1765492362.6658494,40,278000000,map,<array len=302>
1765492362.7158494,40,278000000,map,<array len=302>
1765492362.7658494,40,278000000,map,<array len=302>
1765492362.8158493,40,278000000,map,<array len=302>
1765492362.8658493,40,278000000,map,<array len=302>
1765492362.9158492,40,278000000,map,<array len=302>
1765492362.9658492,40,278000000,map,<array len=302>
1765492363.015849,40,278000000,map,<array len=302>
1765492363.065849,40,278000000,map,<array len=302>
1765492363.115849,40,278000000,map,<array len=302>
1765492363.165849,40,278000000,map,<array len=302>
1765492363.215849,40,278000000,map,<array len=302>
1765492363.2658489,40,278000000,map,<array len=302>
1765492363.3158486,40,278000000,map,<array len=302>
1765492363.3658488,40,278000000,map,<array len=302>
1765492363.4158487,40,278000000,map,<array len=302>
1765492363.4658487,40,278000000,map,<array len=302>
1765492363.5158486,40,278000000,map,<array len=302>
1765492363.5658486,40,278000000,map,<array len=302>
1765492363.6158485,40,278000000,map,<array len=302>
1765492363.6658485,40,278000000,map,<array len=302>
1765492363.7158484,40,278000000,map,<array len=302>
1765492363.7658484,40,278000000,map,<array len=302>
1765492363.8158484,40,278000000,map,<array len=302>
1765492363.8658483,40,278000000,map,<array len=302>
1765492363.9158483,40,278000000,map,<array len=302>
1765492363.9658482,40,278000000,map,<array len=302>
1765492364.0158482,40,278000000,map,<array len=302>
1765492364.065848,40,278000000,map,<array len=302>
1765492364.1158483,40,278000000,map,<array len=302>
1765492364.165848,40,278000000,map,<array len=302>
1765492364.215848,40,278000000,map,<array len=302>
1765492364.265848,40,278000000,map,<array len=302>
1765492364.3158479,40,278000000,map,<array len=302>
1765492364.3658478,40,278000000,map,<array len=302>
1765492364.4158478,40,278000000,map,<array len=302>
1765492364.4658477,40,278000000,map,<array len=302>
1765492364.5158477,40,278000000,map,<array len=302>
1765492364.5658476,40,278000000,map,<array len=302>
1765492364.6158476,40,278000000,map,<array len=302>
1765492364.6658475,40,278000000,map,<array len=302>
1765492364.7158475,40,278000000,map,<array len=302>
1765492364.7658474,40,278000000,map,<array len=302>
1765492364.8158474,40,278000000,map,<array len=302>
1765492364.8658473,40,278000000,map,<array len=302>
1765492364.9158475,40,278000000,map,<array len=302>
1765492364.9658473,40,278000000,map,<array len=302>
1765492365.0158472,40,278000000,map,<array len=302>
1765492365.0658472,40,278000000,map,<array len=302>
1765492365.115847,40,278000000,map,<array len=302>
1765492365.165847,40,278000000,map,<array len=302>
1765492365.215847,40,278000000,map,<array len=302>
1765492365.265847,40,278000000,map,<array len=302>
1765492365.315847,40,278000000,map,<array len=302>
1765492365.3658469,40,278000000,map,<array len=302>
1765492365.4158468,40,278000000,map,<array len=302>
1765492365.4658468,40,278000000,map,<array len=302>
1765492365.5158467,40,278000000,map,<array len=302>
1765492365.5658467,40,278000000,map,<array len=302>
1765492365.6158466,40,278000000,map,<array len=302>
1765492365.6658466,40,278000000,map,<array len=302>
1765492365.7158465,40,278000000,map,<array len=302>
1765492365.7658465,40,278000000,map,<array len=302>
1765492365.8158464,40,278000000,map,<array len=302>
1765492365.8658462,40,278000000,map,<array len=302>
1765492365.9158463,40,278000000,map,<array len=302>
1765492365.9658463,40,278000000,map,<array len=302>
1765492366.0158463,40,278000000,map,<array len=302>
1765492366.0658462,40,278000000,map,<array len=302>
1765492366.1158462,40,278000000,map,<array len=302>
1765492366.165846,40,278000000,map,<array len=302>
1765492366.215846,40,278000000,map,<array len=302>
1765492366.265846,40,278000000,map,<array len=302>
1765492366.315846,40,278000000,map,<array len=302>
1765492366.365846,40,278000000,map,<array len=302>
1765492366.4158459,40,278000000,map,<array len=302>
1765492366.4658458,40,278000000,map,<array len=302>
1765492366.5158458,40,278000000,map,<array len=302>
1765492366.5658457,40,278000000,map,<array len=302>
1765492366.6158457,40,278000000,map,<array len=302>
1765492366.6658459,40,278000000,map,<array len=302>
1765492366.7158456,40,278000000,map,<array len=302>
1765492366.7658455,40,278000000,map,<array len=302>
1765492366.8158455,40,278000000,map,<array len=302>
1765492366.8658454,40,278000000,map,<array len=302>
1765492366.9158454,40,278000000,map,<array len=302>
1765492366.9658453,40,278000000,map,<array len=302>
1765492367.0158453,40,278000000,map,<array len=302>
1765492367.0658453,40,278000000,map,<array len=302>
1765492367.1158452,40,278000000,map,<array len=302>
1765492367.1658452,40,278000000,map,<array len=302>
1765492367.215845,40,278000000,map,<array len=302>
1765492367.265845,40,278000000,map,<array len=302>
1765492367.315845,40,278000000,map,<array len=302>
1765492367.365845,40,278000000,map,<array len=302>
1765492367.415845,40,278000000,map,<array len=302>
1765492367.465845,40,278000000,map,<array len=302>
1765492367.5158448,40,278000000,map,<array len=302>
1765492367.5658448,40,278000000,map,<array len=302>
1765492367.6158447,40,278000000,map,<array len=302>
1765492367.6658447,40,278000000,map,<array len=302>
1765492367.7158446,40,278000000,map,<array len=302>
1765492367.7658446,40,278000000,map,<array len=302>
1765492367.8158445,40,278000000,map,<array len=302>
1765492367.8658445,40,278000000,map,<array len=302>
1765492367.9158444,40,278000000,map,<array len=302>
1765492367.9658444,40,278000000,map,<array len=302>
1765492368.0158443,40,278000000,map,<array len=302>
1765492368.0658443,40,278000000,map,<array len=302>
1765492368.1158442,40,278000000,map,<array len=302>
1765492368.1658442,40,278000000,map,<array len=302>
1765492368.2158442,40,278000000,map,<array len=302>
1765492368.265844,40,278000000,map,<array len=302>
1765492368.315844,40,278000000,map,<array len=302>
1765492368.365844,40,278000000,map,<array len=302>
1765492368.4158437,40,278000000,map,<array len=302>
1765492368.465844,40,278000000,map,<array len=302>
1765492368.5158439,40,278000000,map,<array len=302>
1765492368.5658438,40,278000000,map,<array len=302>
1765492368.6158438,40,278000000,map,<array len=302>
1765492368.6658437,40,278000000,map,<array len=302>
1765492368.7158437,40,278000000,map,<array len=302>
1765492368.7658436,40,278000000,map,<array len=302>
1765492368.8158436,40,278000000,map,<array len=302>
1765492368.8658435,40,278000000,map,<array len=302>
1765492368.9158435,40,278000000,map,<array len=302>
1765492368.9658434,40,278000000,map,<array len=302>
1765492369.0158434,40,278000000,map,<array len=302>
1765492369.0658433,40,278000000,map,<array len=302>
1765492369.1158433,40,278000000,map,<array len=302>
1765492369.1658432,40,278000000,map,<array len=302>
1765492369.2158434,40,278000000,map,<array len=302>
1765492369.2658432,40,278000000,map,<array len=302>
1765492369.315843,40,278000000,map,<array len=302>
1765492369.365843,40,278000000,map,<array len=302>
1765492369.415843,40,278000000,map,<array len=302>
1765492369.465843,40,278000000,map,<array len=302>
1765492369.515843,40,278000000,map,<array len=302>
1765492369.5658429,40,278000000,map,<array len=302>
1765492369.6158428,40,278000000,map,<array len=302>
1765492369.6658428,40,278000000,map,<array len=302>
1765492369.7158427,40,278000000,map,<array len=302>
1765492369.7658427,40,278000000,map,<array len=302>
1765492369.8158426,40,278000000,map,<array len=302>
1765492369.8658426,40,278000000,map,<array len=302>
1765492369.9158425,40,278000000,map,<array len=302>
1765492369.9658425,40,278000000,map,<array len=302>
1765492370.0158427,40,278000000,map,<array len=302>
1765492370.0658424,40,278000000,map,<array len=302>
1765492370.1158423,40,278000000,map,<array len=302>
1765492370.1658423,40,278000000,map,<array len=302>
1765492370.2158422,40,278000000,map,<array len=302>
1765492370.2658422,40,278000000,map,<array len=302>
1765492370.3158422,40,278000000,map,<array len=302>
1765492370.365842,40,278000000,map,<array len=302>
1765492370.415842,40,278000000,map,<array len=302>
1765492370.465842,40,278000000,map,<array len=302>
1765492370.515842,40,278000000,map,<array len=302>
1765492370.565842,40,278000000,map,<array len=302>
1765492370.6158419,40,278000000,map,<array len=302>
1765492370.6658418,40,278000000,map,<array len=302>
1765492370.7158418,40,278000000,map,<array len=302>
1765492370.7658417,40,278000000,map,<array len=302>
1765492370.8158417,40,278000000,map,<array len=302>
1765492370.8658416,40,278000000,map,<array len=302>
1765492370.9158416,40,278000000,map,<array len=302>
1765492370.9658413,40,278000000,map,<array len=302>
1765492371.0158415,40,278000000,map,<array len=302>
1765492371.0658414,40,278000000,map,<array len=302>
1765492371.1158414,40,278000000,map,<array len=302>
1765492371.1658413,40,278000000,map,<array len=302>
1765492371.2158413,40,278000000,map,<array len=302>
1765492371.2658412,40,278000000,map,<array len=302>
1765492371.3158412,40,278000000,map,<array len=302>
1765492371.3658412,40,278000000,map,<array len=302>
1765492371.415841,40,278000000,map,<array len=302>
1765492371.465841,40,278000000,map,<array len=302>
1765492371.515841,40,278000000,map,<array len=302>
1765492371.565841,40,278000000,map,<array len=302>
1765492371.615841,40,278000000,map,<array len=302>
1765492371.6658409,40,278000000,map,<array len=302>
1765492371.7158408,40,278000000,map,<array len=302>
1765492371.765841,40,278000000,map,<array len=302>
1765492371.8158407,40,278000000,map,<array len=302>
1765492371.8658407,40,278000000,map,<array len=302>
1765492371.9158406,40,278000000,map,<array len=302>
1765492371.9658406,40,278000000,map,<array len=302>
1765492372.0158405,40,278000000,map,<array len=302>
1765492372.0658405,40,278000000,map,<array len=302>
1765492372.1158404,40,278000000,map,<array len=302>
1765492372.1658404,40,278000000,map,<array len=302>
1765492372.2158403,40,278000000,map,<array len=302>
1765492372.2658403,40,278000000,map,<array len=302>
1765492372.3158402,40,278000000,map,<array len=302>
1765492372.3658402,40,278000000,map,<array len=302>
1765492372.4158401,40,278000000,map,<array len=302>
1765492372.46584,40,278000000,map,<array len=302>
1765492372.51584,40,278000000,map,<array len=302>
1765492372.5658402,40,278000000,map,<array len=302>
1765492372.61584,40,278000000,map,<array len=302>
1765492372.66584,40,278000000,map,<array len=302>
1765492372.7158399,40,278000000,map,<array len=302>
1765492372.7658398,40,278000000,map,<array len=302>
1765492372.8158398,40,278000000,map,<array len=302>
1765492372.8658397,40,278000000,map,<array len=302>
1765492372.9158397,40,278000000,map,<array len=302>
1765492372.9658396,40,278000000,map,<array len=302>
1765492373.0158396,40,278000000,map,<array len=302>
1765492373.0658395,40,278000000,map,<array len=302>
1765492373.1158395,40,278000000,map,<array len=302>
1765492373.1658394,40,278000000,map,<array len=302>
1765492373.2158394,40,278000000,map,<array len=302>
1765492373.2658393,40,278000000,map,<array len=302>
1765492373.3158393,40,278000000,map,<array len=302>
1765492373.3658392,40,278000000,map,<array len=302>
1765492373.4158392,40,278000000,map,<array len=302>
1765492373.4658391,40,278000000,map,<array len=302>
1765492373.5158389,40,278000000,map,<array len=302>
1765492373.565839,40,278000000,map,<array len=302>
1765492373.615839,40,278000000,map,<array len=302>
1765492373.665839,40,278000000,map,<array len=302>
1765492373.715839,40,278000000,map,<array len=302>
1765492373.7658389,40,278000000,map,<array len=302>
1765492373.8158388,40,278000000,map,<array len=302>
1765492373.8658388,40,278000000,map,<array len=302>
1765492373.9158387,40,278000000,map,<array len=302>
1765492373.9658387,40,278000000,map,<array len=302>
1765492374.0158386,40,278000000,map,<array len=302>
1765492374.0658386,40,278000000,map,<array len=302>
1765492374.1158385,40,278000000,map,<array len=302>
1765492374.1658385,40,278000000,map,<array len=302>
1765492374.2158384,40,278000000,map,<array len=302>
1765492374.2658384,40,278000000,map,<array len=302>
1765492374.3158386,40,278000000,map,<array len=302>
1765492374.3658383,40,278000000,map,<array len=302>
1765492374.4158382,40,278000000,map,<array len=302>
1765492374.4658382,40,278000000,map,<array len=302>
1765492374.5158381,40,278000000,map,<array len=302>
1765492374.565838,40,278000000,map,<array len=302>
1765492374.615838,40,278000000,map,<array len=302>
1765492374.665838,40,278000000,map,<array len=302>
1765492374.715838,40,278000000,map,<array len=302>
1765492374.765838,40,278000000,map,<array len=302>
1765492374.8158379,40,278000000,map,<array len=302>
1765492374.8658378,40,278000000,map,<array len=302>
1765492374.9158378,40,278000000,map,<array len=302>
1765492374.9658377,40,278000000,map,<array len=302>
1765492375.0158377,40,278000000,map,<array len=302>
1765492375.0658376,40,278000000,map,<array len=302>
1765492375.1158378,40,278000000,map,<array len=302>
1765492375.1658375,40,278000000,map,<array len=302>
1765492375.2158375,40,278000000,map,<array len=302>
1765492375.2658374,40,278000000,map,<array len=302>
1765492375.3158374,40,278000000,map,<array len=302>
1765492375.3658373,40,278000000,map,<array len=302>
1765492375.4158373,40,278000000,map,<array len=302>
1765492375.4658372,40,278000000,map,<array len=302>
1765492375.5158372,40,278000000,map,<array len=302>
1765492375.5658371,40,278000000,map,<array len=302>
1765492375.615837,40,278000000,map,<array len=302>
1765492375.665837,40,278000000,map,<array len=302>
1765492375.715837,40,278000000,map,<array len=302>
1765492375.765837,40,278000000,map,<array len=302>
1765492375.815837,40,278000000,map,<array len=302>
1765492375.8658369,40,278000000,map,<array len=302>
1765492375.9158368,40,278000000,map,<array len=302>
1765492375.9658368,40,278000000,map,<array len=302>
1765492376.0158367,40,278000000,map,<array len=302>
1765492376.0658364,40,278000000,map,<array len=302>
1765492376.1158366,40,278000000,map,<array len=302>
1765492376.1658366,40,278000000,map,<array len=302>
1765492376.2158365,40,278000000,map,<array len=302>
1765492376.2658365,40,278000000,map,<array len=302>
1765492376.3158364,40,278000000,map,<array len=302>
1765492376.3658364,40,278000000,map,<array len=302>
1765492376.4158363,40,278000000,map,<array len=302>
1765492376.4658363,40,278000000,map,<array len=302>
1765492376.5158362,40,278000000,map,<array len=302>
1765492376.5658362,40,278000000,map,<array len=302>
1765492376.6158361,40,278000000,map,<array len=302>
1765492376.665836,40,278000000,map,<array len=302>
1765492376.715836,40,278000000,map,<array len=302>
1765492376.765836,40,278000000,map,<array len=302>
1765492376.815836,40,278000000,map,<array len=302>
1765492376.8658361,40,278000000,map,<array len=302>
1765492376.9158359,40,278000000,map,<array len=302>
1765492376.9658358,40,278000000,map,<array len=302>
1765492377.0158358,40,278000000,map,<array len=302>
1765492377.0658357,40,278000000,map,<array len=302>
1765492377.1158357,40,278000000,map,<array len=302>
1765492377.1658356,40,278000000,map,<array len=302>
1765492377.2158356,40,278000000,map,<array len=302>
1765492377.2658355,40,278000000,map,<array len=302>
1765492377.3158355,40,278000000,map,<array len=302>
1765492377.3658354,40,278000000,map,<array len=302>
1765492377.4158354,40,278000000,map,<array len=302>
1765492377.4658353,40,278000000,map,<array len=302>
1765492377.5158353,40,278000000,map,<array len=302>
1765492377.5658352,40,278000000,map,<array len=302>
1765492377.6158352,40,278000000,map,<array len=302>
1765492377.6658354,40,278000000,map,<array len=302>
1765492377.715835,40,278000000,map,<array len=302>
1765492377.765835,40,278000000,map,<array len=302>
